               Credit Union Cherry Blossom 10 Mile Road Race
                              Washington, DC
                           Sunday, April 1, 2007
                  Official Female Results With 10km Split

Place Div  /Tot   Num    Name                   Ag Hometown           Time     Pace  S Split   
===== =========== ====== ====================== == ================== =======  ===== = ======= 
    1     1/728        4 Teyba Erkesso          24 Ethiopia             51:44#  5:11 !   32:06 
   52     5/519      568 Sharon Baptiste-Johnso 43 Baltimore MD       1:06:27*  6:39     41:16 
   53    14/728     1316 Pilar Marin            24 Arlington VA       1:06:33   6:40     41:10 
   54     4/382      102 Cindy Conant           45 Kensington MD      1:06:33*  6:40     40:44 
   55    16/1659    1140 Linda Johnson          25 Washington DC      1:06:42   6:41     41:21 
   56    17/1659    1886 Katherine Walker       28 Arlington VA       1:06:44   6:41     40:51 
   57     9/1083    1656 Monica Sanchez         34 Morganville NJ     1:06:44   6:41     41:01 
   58    15/728      400 Kaitlin Sheedy         24 Arlington VA       1:06:49   6:41     42:13 
   59     1/257      221 Sharon Vos             52 Riverside CT       1:06:51*  6:42     41:30 
   60    18/1659    1650 Jessie Sackett         28 Arlington VA       1:06:54   6:42     41:52 
   61    19/1659     365 Nicole Atwell          29 Centreville VA     1:06:56   6:42     42:13 
   62    20/1659    1289 Amanda Luksetich       25 Richmond VA        1:06:57   6:42     41:20 
   63     8/835      852 Jeanette Dumbrell      38 Falls Church VA    1:06:57   6:42     41:50 
   64    16/728     7244 Jennifer Frister       23 Langhorne PA       1:07:02   6:43     42:05 
   65    17/728     1038 Michelle Harburg       24 Washington DC      1:07:03   6:43     41:08 
   66     5/382      151 Beth Moras             48 Ridgewood NJ       1:07:05*  6:43     41:36 
   67    18/728      391 Tasha Clearman         23 Baltimore MD       1:07:09   6:43     41:59 
   68     6/519      870 Amy Eddy               40 Williamstown WV    1:07:21*  6:45     41:50 
   69    21/1659    1390 Danielle Messinger     27 Arlington VA       1:07:27   6:45     42:08 
   70    10/1083     474 Sarah Mouton           30 Alexandria VA      1:07:32   6:46     41:51 
   71    22/1659    1597 Annette Richter        28 Washington DC      1:07:33   6:46     42:27 
   72    19/728     1571 Julia Pudlin           22 Washington DC      1:07:37   6:46     41:32 
   73     6/382      111 Lisa Fichman           45 Columbia MD        1:07:40*  6:46     41:59 
   74    23/1659    1837 Audrey Ting            29 University Park MD 1:07:41   6:47     42:15 
   75     9/835     5010 Laura Thurston Goodroe 38 Falmouth VA        1:07:49   6:47     41:19 
   76    11/1083     166 Ann Reed               33 Middleton WI       1:07:52   6:48     42:05 
   77    10/835     1847 Jean Traub             37 Alexandria VA      1:07:54   6:48     42:16 
   78    24/1659    4146 Katherine Porter       29 Washington DC      1:07:54   6:48     43:17 
   79    11/835     1365 Elizabeth McLanahan    36 Washington DC      1:07:55   6:48           
   80    25/1659     384 Jennifer Ecker         26 Ellicott City MD   1:07:56   6:48     42:55 
   81     7/519      109 Kristin Didomenico     40 Potomac Falls VA   1:07:58*  6:48     41:40 
   82    26/1659    1269 Katie Litwinowich      25 Washington DC      1:08:06   6:49     42:45 
   83    12/1083    1388 Bridget Merrick        30 Washington DC      1:08:12   6:50     40:35 
   84     7/382      127 Miae Jacobs            47 North Andover MA   1:08:13*  6:50     41:53 
   85    13/1083     450 Charlotte Joelsson     33 Fairfax VA         1:08:14   6:50     42:23 
   86    12/835     1110 Barbekka Hurtt         37 Colorado Spring CO 1:08:17   6:50     42:39 
   87     8/519      986 Kathy Goetz            41 Reston VA          1:08:22   6:51     43:06 
   88    20/728     1723 Whitney Simon          24 Washington DC      1:08:27   6:51     42:09 
   89    14/1083   10983 Heather Duckworth      34 Washington DC      1:08:32   6:52     43:46 
   90     8/382     1985 Lisa Rainsberger       45 Colorado Spring CO 1:08:34*  6:52     42:37 
   91     9/519      140 Maria Kozloski         42 Bethesda MD        1:08:38   6:52     42:39 
   92    13/835     1659 Marie Sandrock         35 Alexandria VA      1:08:41   6:53     42:37 
   93    27/1659    1446 Jill Neumayer Depiper  27 Arlington VA       1:08:43   6:53     42:35 
   94    21/728       56 Kelly Gruber           23 Westminster MD     1:08:44   6:53 !   42:41 
   95    28/1659    1649 Liz Sabochik           28 New York NY        1:08:46   6:53     41:59 
   96     9/382      136 Eleanor Kerr           47 University Park MD 1:08:52*  6:54     42:21 
   97    15/1083     796 Alina Dawson           31 Winchester VA      1:08:57   6:54     43:13 
   98    29/1659    1285 Karina Lubell          26 Washington DC      1:09:02   6:55     42:43 
   99    16/1083     783 Deneen Habarta         34 Baltimore MD       1:09:17   6:56     42:56 
  100    17/1083    1005 Kelly Green            30 Washington DC      1:09:20   6:56     42:40 
  101    30/1659    5008 Jennifer May           25 Washington DC      1:09:22   6:57     42:47 
  102    31/1659     928 Brianne Frazier        28 Washington DC      1:09:25   6:57     43:20 
  103     2/257      179 Alison Suckling        51 Arnold MD          1:09:26*  6:57     43:26 
  104    32/1659    3922 Lauren Muldoon         25 Washington DC      1:09:26   6:57     43:09 
  105    10/382     3600 Soozie Lewis           49 Glen Allen VA      1:09:31*  6:58     43:25 
  106    11/382       64 Tracey Dugdale         46 Reston VA          1:09:45*  6:59     42:29 
  107    22/728     1342 Heather McCarthy       24 Lorton VA          1:09:55   7:00     44:07 
  108    23/728     1577 Lucye Rafferty         22 Houston TX         1:09:55   7:00     44:27 
  109    24/728    16256 Bethany Oconnor        21 McLean VA          1:10:00   7:00     45:07 
  110    14/835      445 Stephanie Hammond      39 Springfield VA     1:10:00   7:00     43:51 
  111    25/728      847 Deborah Dryer          23 Washington DC      1:10:04   7:01     44:11 
  112    33/1659    3609 Sage Lintner           25 Washington DC      1:10:14   7:02     44:19 
  113    34/1659    1790 Emily Sturm            26 Reston VA          1:10:14   7:02     43:32 
  114    18/1083    1271 Danielle Lloyd         30 Alexandria VA      1:10:31   7:04     43:08 
  115    10/519     5385 Shannon Kohler         40 Adamstown MD       1:10:32   7:04     43:24 
  116    12/382      134 Patricia Keating       45 Dayton MD          1:10:34*  7:04     43:40 
  117    11/519     1826 Julie Thienel          43 Columbia MD        1:10:40   7:04     44:48 
  118    35/1659    2410 Jenny Boyd             29 Germantown MD      1:10:42   7:05     44:40 
  119    15/835     3437 Christina Kichula      36 Silver Spring MD   1:10:42   7:05     44:14 
  120    12/519     1183 Susie Kinnecome        43 Bethesda MD        1:10:46   7:05     44:05 
  121    36/1659     611 Samantha Bird          28 Arlington VA       1:10:50   7:05     43:30 
  122    19/1083    3815 Ashley McWilliams      30 Washington DC      1:10:55   7:06     44:17 
  123    20/1083     808 Suzanne Delaney        33 Baltimore MD       1:10:56   7:06     44:33 
  124    21/1083    2096 Erica Morton           30 Washington DC      1:10:56   7:06     45:05 
  125    22/1083    1566 Kimberly Price         34 Gaithersburg MD    1:10:57   7:06     44:17 
  126    37/1659     820 Kara Diegoli           25 Dorchester MA      1:10:58   7:06     44:51 
  127     3/257      128 Linda Jennings         54 Burlington MA      1:11:02*  7:07     44:14 
  128    38/1659    4886 Jaimie Wright          28 Washington DC      1:11:02   7:07     43:50 
  129     4/257       95 Betty Blank            54 Falls Church VA    1:11:03*  7:07     43:51 
  130    16/835      892 Norma Fall             38 Gainesville VA     1:11:08   7:07     43:35 
  131    13/519     2776 Sarah Dormon           42 Richmond VA        1:11:12   7:08     44:24 
  132    39/1659    2536 Mary Casey             26 Washington DC      1:11:13   7:08     44:13 
  133    17/835      975 Cheryl Gilman          38 Annapolis MD       1:11:15   7:08     43:57 
  134    40/1659   14270 Maura Belden           27 Baltimore MD       1:11:15   7:08     43:55 
  135    26/728     1457 Kara Nowak             24 Indianapolis IN    1:11:15   7:08     43:58 
  136     2/55      2185 Lauren Allen           16 Rockville MD       1:11:21*  7:09     44:17 
  137    13/382     1630 Lorraine Ross          46 Arlington VA       1:11:22*  7:09     43:59 
  138    41/1659    3540 Tara Lauderdale        27 Fairfax VA         1:11:33   7:10     45:20 
  139    18/835     2397 Joanna Bopp            35 Alexandria VA      1:11:34   7:10     45:02 
  140    19/835     1016 Karen Griffiths        39 Washington DC      1:11:42   7:11     44:23 
  141    14/519     1897 Laeticia Warring       44 Reston VA          1:11:45   7:11     44:28 
  142    23/1083     875 Nancy Eiring           33 Washington DC      1:11:46   7:11     44:31 
  143    42/1659     709 Sarah Chase            26 New York NY        1:11:46   7:11     44:41 
  144    43/1659    5263 Caroline Nugent        25 Washington DC      1:11:47   7:11     44:45 
  145     5/257     3438 Linda Kidder           50 Williamsburg VA    1:11:50*  7:11     45:11 
  146    44/1659    3919 Marybeth Muething      28 Washington DC      1:11:52   7:12     44:47 
  147    14/382      397 Dorothy Beckett        49 Columbia MD        1:11:54*  7:12     43:55 
  148    45/1659    1589 Becky Reutlinger       25 Arlington VA       1:11:54   7:12     45:13 
  149    46/1659     717 Laura Chipkin          26 Arlington VA       1:11:57   7:12     44:57 
  150    27/728     1586 Kate Reid              24 Washington DC      1:11:58   7:12     45:53 
  151    28/728     1642 Anna Russell           24 Washington DC      1:11:59   7:12     44:24 
  152    24/1083    2424 Barbra Brignoli        34 Germantown MD      1:12:10   7:13     44:46 
  153    29/728      856 Lauren Dunn            24 Washington DC      1:12:10   7:13     43:35 
  154    15/519     1329 Maria Marvich          43 Annandale VA       1:12:11   7:14     44:07 
  155    25/1083    6649 Sarah Carr             31 Washington DC      1:12:11   7:14     45:28 
  156    47/1659   12054 Kathy Lett             29 Burke VA           1:12:14   7:14     44:52 
  157    16/519      867 Susanne Ebersbach      41 Lewis Center OH    1:12:14   7:14     45:27 
  158    30/728     5025 Caitlin McPherran      24 Washington DC      1:12:16   7:14     45:28 
  159    48/1659   10299 Michelle Basile        29 McLean VA          1:12:18   7:14     45:36 
  160    49/1659   15811 Kim Luckey             28 Arlington VA       1:12:19   7:14     45:52 
  161    31/728     1755 Megan Sowa             23 Arlington VA       1:12:20   7:14     46:12 
  162    26/1083    1035 Colleen Hanrahan       34 Alexandria VA      1:12:21   7:15     44:42 
  163    20/835     5218 Kathleen Joyce         37 Chevy Chase MD     1:12:29   7:15     45:29 
  164    15/382      145 Sharon Marks           49 Parkersburg WV     1:12:36*  7:16     45:28 
  165    50/1659   13237 Jamie Smith            26 Arlington VA       1:12:38   7:16     45:52 
  166    17/519     1537 Lyly Pham              42 Alexandria VA      1:12:50   7:17     44:37 
  167    51/1659    1883 Natalya Vrutskaboyle   29 Arlington VA       1:12:50   7:17     44:55 
  168    52/1659    1067 Danielle Henderson     28 Arlington VA       1:12:54   7:18     45:15 
  169    32/728     2417 Elyse Braner           22 Washington DC      1:13:05   7:19     46:19 
  170    21/835     1462 Debra O'Connell        39 Bethesda MD        1:13:07   7:19     45:33 
  171    33/728     1171 Courtney Kenney        24 Arlington VA       1:13:07   7:19     45:03 
  172     6/257      208 Doris Windsand-Dausman 50 Frederick MD       1:13:09*  7:19     45:17 
  173    16/382     3580 Teresa Lent            45 Arlington VA       1:13:10   7:19     45:14 
  174    18/519      605 Helen Beven            41 Kensington MD      1:13:10   7:19     45:04 
  175    22/835     2304 Diane Barrett          37 Vienna VA          1:13:11   7:20     45:39 
  176    19/519      747 Jennifer Cooke         44 Washington DC      1:13:11   7:20     45:41 
  177    34/728     3450 Stephanie King         24 Bethesda MD        1:13:12   7:20     45:57 
  178    23/835     3092 Laura Greeson          37 Alexandria VA      1:13:12   7:20     46:06 
  179    24/835      827 Michelle Digruttolo    36 Alexandria VA      1:13:13   7:20     45:04 
  180    53/1659    3953 Georgina Needham       29 Reston VA          1:13:14   7:20     45:16 
  181    27/1083    6894 Meredith Cymerman      34 Bethesda MD        1:13:14   7:20     45:53 
  182    17/382      600 Kathy Bernetti         45 Fulton MD          1:13:15   7:20     45:06 
  183    28/1083    2182 Karen Allen            30 Washington DC      1:13:17   7:20     45:53 
  184    20/519     1414 Cynthia Morgan         40 Alexandria VA      1:13:19   7:20     44:56 
  185    21/519     3049 Erica Glennon          41 Oceanside CA       1:13:19   7:20     45:15 
  186    22/519     2688 Brenda Dailey          42 Baltimore MD       1:13:20   7:20     45:56 
  187    23/519     1686 Suzanne Hunt Scoggin   43 Reston VA          1:13:20   7:20     45:38 
  188    54/1659    1669 Andrea Schaeffer       28 Baltimore MD       1:13:21   7:21     46:36 
  189     7/257      112 Deborah Flynn          50 Gaithersburg MD    1:13:21*  7:21     45:37 
  190     3/55     15751 Jamie Lewin            18 Washington DC      1:13:23   7:21     46:34 
  191    35/728     4033 Elizabeth Osburn       23 Arlington VA       1:13:26   7:21     45:30 
  192    18/382     3641 Elizabeth Ludes        48 Arlington VA       1:13:29   7:21     46:18 
  193    36/728     1625 Sarah Romain           23 Arlington VA       1:13:31   7:22     47:50 
  194    24/519     1520 Sue Pearsall           41 New York NY        1:13:32   7:22     43:43 
  195    55/1659    4050 Kathleen Palinski      25 Cambridge NY       1:13:34   7:22     48:40 
  196    25/835     1328 Robin Martz            36 Arlington VA       1:13:35   7:22     46:44 
  197    26/835     4537 Heidi Splete           36 Washington DC      1:13:35   7:22     46:10 
  198    25/519    14426 Amy Burgoyne           41 Rockville MD       1:13:36   7:22     45:37 
  199    19/382     1091 Laura Holland          45 Arlington VA       1:13:37   7:22     45:46 
  200    37/728     1674 Porter Schiavone       23 Winchester VA      1:13:38   7:22     45:15 
  201    29/1083    1018 Judy Grobstein         34 Washington DC      1:13:38   7:22     45:35 
  202    56/1659    2961 Neva Fulkerson         26 Stone Ridge VA     1:13:40   7:22     46:23 
  203    30/1083    2604 Katherine Cohen        32 New York NY        1:13:40   7:22     45:44 
  204    20/382     2935 Sandy Ford             45 Columbia MD        1:13:41   7:23     45:39 
  205     4/55       392 Megan Burke            19 Franklin Lakes NJ  1:13:45   7:23     45:30 
  206    38/728     1951 Kursten Wood           24 Arlington VA       1:13:45   7:23     45:45 
  207    27/835     4816 Rebecca Welch          35 Alexandria VA      1:13:45   7:23     45:26 
  208    28/835     1454 Kit Noonan             38 Potomac MD         1:13:47   7:23     46:11 
  209    39/728     4704 Erin Tush              23 Arlington VA       1:13:47   7:23     45:41 
  210    40/728    15808 Christian Lozano       24 Arlington VA       1:13:49   7:23     46:48 
  211    57/1659    1436 Melanie Nakagawa       26 Washington DC      1:13:53   7:24     45:33 
  212    31/1083    3295 Yoko Inamoto           30 Baltimore MD       1:13:53   7:24     45:24 
  213    32/1083   13466 Jeanette Tom           32 Alexandria VA      1:14:03   7:25     46:40 
  214    58/1659     654 Heidi Brockmann        27 Laurel MD          1:14:04   7:25     45:07 
  215    26/519     3401 Rose Kehoe             40 Arlington VA       1:14:05   7:25     45:56 
  216    59/1659     938 Courtney Fulton        28 Arlington VA       1:14:05   7:25     46:30 
  217    33/1083    2405 Lisa Bowen             33 Washington DC      1:14:08   7:25     45:15 
  218    60/1659    4572 Marin Stephenson       27 Marietta GA        1:14:09   7:25     46:18 
  219    34/1083    2207 Laura Anderson         31 Oak Hill VA        1:14:12   7:26     46:58 
  220    35/1083    2629 Maricela Constantino   34 Arlington VA       1:14:13   7:26     46:10 
  221    29/835     3579 Katherine Lenos        39 Washington DC      1:14:13   7:26     46:08 
  222    61/1659    1459 Anne Nutt              29 Rockville MD       1:14:16   7:26     46:02 
  223    41/728     1889 Amanda Walsh           23 Washington DC      1:14:17   7:26     46:02 
  224    36/1083    4372 Heather Schneider      32 Washington DC      1:14:21   7:27     47:06 
  225    62/1659    3842 Alison Milbury         25 Arlington VA       1:14:25   7:27     46:07 
  226    63/1659    4703 Katherine Turner       27 Arlington VA       1:14:32   7:28     46:35 
  227    42/728     3508 Danielle Kyes          24 Washington DC      1:14:35   7:28     46:46 
  228     5/55      2783 Caitlin Downs          19 Columbia MD        1:14:35   7:28     46:00 
  229    30/835     2942 Lisa Fox               36 Potomac MD         1:14:35   7:28     46:25 
  230    21/382     1036 Johanna Hantel         47 Malvern PA         1:14:35   7:28     46:25 
  231    43/728     3762 Carrie McClurkin       23 Arlington VA       1:14:36   7:28     46:12 
  232    31/835     2689 Catherine Dale         39 Washington DC      1:14:38   7:28     45:43 
  233    64/1659    2506 Elizabeth Cannon       28 Arlington VA       1:14:38   7:28     46:40 
  234    32/835      868 Diana Echenique        39 Bethesda MD        1:14:41   7:29     46:17 
  235    44/728      718 Dorothy Chou           21 Washington DC      1:14:43   7:29     47:52 
  236    45/728     1070 Joanna Herres          24 Philadelphia PA    1:14:43   7:29     46:09 
  237    65/1659    1724 Mary Simonis           28 Bryn Mawr PA       1:14:43   7:29     46:09 
  238    66/1659    1286 Elizabeth Lucca        28 Fairfax VA         1:14:44   7:29     46:06 
  239    27/519      688 Liz Camire             42 Brambleton VA      1:14:44   7:29     46:49 
  240     8/257     1406 Aileen Moffatt         50 Washington DC      1:14:45*  7:29     46:34 
  241    28/519     1721 Belinda Simmons        41 Monrovia MD        1:14:47   7:29     46:22 
  242    37/1083     973 Laura Gillim-Ross      32 Rockville MD       1:14:47   7:29     46:02 
  243    38/1083    1730 Jessica Sleight        31 Columbia MD        1:14:48   7:29     46:19 
  244    29/519      131 Theresa Kauffman       44 Wilmington DE      1:14:49   7:29     45:49 
  245     1/115       69 Alice Franks           58 Rockville MD       1:14:50*  7:29     46:06 
  246    67/1659    5257 Rebekah Musgrove       29 Arlington VA       1:14:50   7:29     51:07 
  247    46/728     1244 Jennifer Leehey        21 Tucson AZ          1:14:52   7:30     48:08 
  248    68/1659   11475 Victoria Hammond       28 Arlington VA       1:14:53   7:30     47:06 
  249    30/519     1295 Cynthia Lyons          40 Jacksonville Be FL 1:14:53   7:30     46:56 
  250    33/835     2674 Juliette Cubanski      36 Washington DC      1:14:53   7:30     46:18 
  251    69/1659   10138 Mary-Katherine Adams   26 Springfield VA     1:14:53   7:30     46:24 
  252    39/1083    2147 Laurie Zipper          31 Washington DC      1:14:57   7:30     46:59 
  253    70/1659    2822 Laurie Ehrsam          27 Washington DC      1:15:00   7:30     46:24 
  254    47/728      711 Alys Cheatle           21 Hickory NC         1:15:00   7:30     47:09 
  255    31/519     2338 Geriann Bell           44 Greer SC           1:15:02   7:31     47:27 
  256    32/519     1514 Sarah Patterson        43 Jacksonville FL    1:15:02   7:31     46:57 
  257    40/1083    2685 Kristin Dahling        31 Arlington VA       1:15:03   7:31     47:09 
  258    33/519     2560 Laura Chapman          44 Washington DC      1:15:03   7:31     47:10 
  259    41/1083    3898 Melissa Morgan         30 Washington DC      1:15:03   7:31     47:05 
  260    42/1083   12673 Jennifer Parker        32 Narberth PA        1:15:05   7:31     48:01 
  261    34/519     2907 Pamela Fischer         40 Fairfax VA         1:15:09   7:31     46:57 
  262    48/728     6298 Lise Backman           24 Washington DC      1:15:09   7:31     46:59 
  263    43/1083    5071 Sarah Rittling         32 Washington DC      1:15:10   7:31     47:09 
  264    34/835     7590 Elke Hofmann           35 Brooklyn NY        1:15:11   7:32     47:32 
  265    49/728     4749 Linda Vo               24 Springfield VA     1:15:12   7:32     47:05 
  266    22/382     1105 Colleen Hujus          45 Bloomingburg NY    1:15:13   7:32     46:41 
  267    23/382     4309 Blake Rushin           45 Vienna VA          1:15:16   7:32     47:07 
  268    71/1659    3522 Kara Laney             27 Washington DC      1:15:17   7:32     46:53 
  269    72/1659    4842 Lauren Wiedl           27 Washington DC      1:15:17   7:32     47:11 
  270    73/1659   17207 Marie White            26 Washington DC      1:15:18   7:32     46:25 
  271    44/1083   14311 Colleen Birnstiel      32 New York NY        1:15:20   7:32     47:09 
  272    45/1083    3995 Kerry O'Brien          33 Washington DC      1:15:24   7:33     47:02 
  273    35/519     4693 Sharon Trimber         44 Pittsburgh PA      1:15:24   7:33     46:23 
  274     9/257     6985 Kathleen Devine        52 Olney MD           1:15:25*  7:33     47:41 
  275    74/1659   16505 Christina Redner       26 Sinking Spring PA  1:15:26   7:33     46:55 
  276    50/728     1082 Eve Hoffman            20 Washington DC      1:15:27   7:33     46:44 
  277    35/835     3509 Nancy Labiner          37 New York NY        1:15:27   7:33     47:49 
  278    75/1659    2972 Denise Gagnon          27 Arlington VA       1:15:29   7:33     46:59 
  279    51/728     3826 Kelly Melton           24 Arlington VA       1:15:29   7:33     46:48 
  280    76/1659   16925 Suzanne Stumpp         29 Cincinnati OH      1:15:30   7:33     48:45 
  281    77/1659    4708 Katie Unger            25 Washington DC      1:15:32   7:34     47:59 
  282    46/1083    3127 Colleen Halfpenny      31 Baltimore MD       1:15:34   7:34     48:49 
  283    24/382      211 Beverly Black          46 Boonsboro MD       1:15:36   7:34     45:38 
  284    36/835     3966 Stephanie Nguyen       38 Herndon VA         1:15:36   7:34     46:48 
  285    52/728     4181 Katelyn Radack         21 Washington DC      1:15:38   7:34     47:33 
  286    78/1659    3167 Elizabeth Hart         29 Alexandria VA      1:15:39   7:34     46:56 
  287    47/1083   16400 Bethany Plank          31 Washington DC      1:15:43   7:35     47:33 
  288    79/1659    2503 Andreia Campinos       29 Washington DC      1:15:45   7:35     47:04 
  289    37/835     4839 Kate Whitney           38 Washington DC      1:15:45   7:35     46:53 
  290    80/1659    1332 Ashley Masters         28 Washington DC      1:15:46   7:35     47:16 
  291    25/382     2702 Debbie Daughtry        49 Clifton VA         1:15:50   7:35     47:16 
  292    48/1083    7342 Lisa Goldman           34 Washington DC      1:15:50   7:35     47:46 
  293    49/1083    4425 Shefali Shah           31 San Francisco CA   1:15:51   7:36     47:50 
  294    50/1083    6097 Ashley McLain          31 Berryville VA      1:15:54   7:36     47:41 
  295    36/519     1187 Sue Klein              41 New Paltz NY       1:15:57   7:36     46:02 
  296    38/835     2805 Amy Dunlap             38 McLean VA          1:15:58   7:36     47:09 
  297    81/1659    2817 Meghan Edwards-Ford    25 Washington DC      1:16:02   7:37     46:52 
  298    53/728     2943 Sarah Fox              24 Norfolk VA         1:16:03   7:37     47:01 
  299    54/728     1078 Tricia Hines           24 Washington DC      1:16:03   7:37     47:32 
  300    55/728     3214 Kirstee Gaffga         24 Washington DC      1:16:03   7:37     47:41 
  301    10/257     4264 Carole Roeder          50 Ashburn VA         1:16:04*  7:37     47:43 
  302    39/835     1290 Janice Lunenfeld       37 Rockville MD       1:16:05   7:37     47:34 
  303    40/835     4897 Christie Yang          35 Falls Church VA    1:16:07   7:37     47:29 
  304    41/835     4341 Pamela Sarzen          35 Arlington VA       1:16:13   7:38     47:15 
  305    42/835     3430 Alisa Key              36 Arlington VA       1:16:14   7:38     47:15 
  306    37/519     4250 Ann Robb               43 Winchester VA      1:16:16   7:38     48:25 
  307    43/835     3278 Mary Hulbert           39 Reston VA          1:16:16   7:38     47:50 
  308    51/1083    3857 Andrea Miller          33 Alexandria VA      1:16:17   7:38     47:46 
  309    52/1083    2624 Maegan Conklin         32 Arlington VA       1:16:20   7:38     47:45 
  310    44/835     2211 Nancy Andrews          39 Aldie VA           1:16:20   7:38     47:59 
  311    53/1083    7761 Janet Jumper           31 Arlington VA       1:16:22   7:39     47:04 
  312    82/1659   10565 Angela Canfield        28 Alexandria VA      1:16:23   7:39     46:44 
  313    83/1659   12526 Elizabeth Mygatt       26 Washington DC      1:16:25   7:39     47:30 
  314    56/728     2725 Joy Deaton             23 Vienna VA          1:16:25   7:39     48:12 
  315    54/1083    3413 Stephanie Kendall      33 Washington DC      1:16:26   7:39     47:52 
